Date,YNDX,POLY,TCSG,OZON,OKEY,MDMG,QIWI,HHRU,GLTR,GEMC,FIXP,FIVE,ETLN,AGRO,UPRO,SFIN,ENPG,ENRU,PHOR,TRNFP,TGKA,TATNP,FLOT,AFKS,SELG,SGZH,CHMF,SBERP,SBER,SMLT,RNFT,HYDR,RUAL,RTKMP,RTKM,FEES,ROSN,RENI,PLZL,PIKK,NVTK,NLMK,MTSS,MOEX,MAGN,CBOM,MTLRP,MTLR,MGNT,MVID,LKOH,LSRG,IRAO,DSKY,GMKN,GAZP,VTBR,BSPB,BELU,AFLT,ALRS,MSNG
2022-01-01,4515.2,1315.0,6364.4,2238.5,43.81,825.0,615.0,3873.0,628.55,1014.3,558.5,1994.0,87.9,1187.0,2.624,528.8,918.0,0.872,5936.0,159900.0,0.010134,472.1,76.2,24.517,57.98,11.07,1619.8,289.74,305.47,5000.0,164.0,0.7493,73.755,76.3,86.22,0.16664,610.95,98.81,12964.5,1155.7,1774.4,218.68,304.65,156.46,70.835,7.041,321.0,127.5,5509.5,451.2,6683.0,614.6,4.385,126.74,23378.0,353.73,0.04945,84.18,3403.0,60.7,123.27,2.1405
2022-01-02,4515.2,1315.0,6364.4,2238.5,43.81,825.0,615.0,3873.0,628.55,1014.3,558.5,1994.0,87.9,1187.0,2.624,528.8,918.0,0.872,5936.0,159900.0,0.010134,472.1,76.2,24.517,57.98,11.07,1619.8,289.74,305.47,5000.0,164.0,0.7493,73.755,76.3,86.22,0.16664,610.95,98.81,12964.5,1155.7,1774.4,218.68,304.65,156.46,70.835,7.041,321.0,127.5,5509.5,451.2,6683.0,614.6,4.385,126.74,23378.0,353.73,0.04945,84.18,3403.0,60.7,123.27,2.1405
2022-01-03,4515.2,1315.0,6364.4,2238.5,43.81,825.0,615.0,3873.0,628.55,1014.3,558.5,1994.0,87.9,1187.0,2.624,528.8,918.0,0.872,5936.0,159900.0,0.010134,472.1,76.2,24.517,57.98,11.07,1619.8,289.74,305.47,5000.0,164.0,0.7493,73.755,76.3,86.22,0.16664,610.95,98.81,12964.5,1155.7,1774.4,218.68,304.65,156.46,70.835,7.041,321.0,127.5,5509.5,451.2,6683.0,614.6,4.385,126.74,23378.0,353.73,0.04945,84.18,3403.0,60.7,123.27,2.1405
2022-01-04,4479.8,1305.9,6264.6,2209.0,44.66,827.1,615.0,3898.0,633.5,1023.95,577.8,2019.0,90.08,1198.0,2.645,528.4,915.5,0.8722,5910.0,160100.0,0.0102,473.8,76.18,24.708,58.19,11.08,1603.4,289.01,304.24,4910.0,171.0,0.7577,74.15,77.15,86.05,0.17204,613.5,98.0,12996.0,1171.0,1788.6,218.4,304.95,155.95,71.4,7.102,325.8,127.2,5565.0,466.5,6728.0,613.0,4.4135,127.16,23314.0,352.55,0.0497,87.1,3424.0,63.3,123.82,2.095
2022-01-05,4275.0,1264.2,5805.0,2029.5,43.0,820.0,607.0,3510.0,607.9,1008.0,553.0,1966.5,96.0,1185.6,2.631,530.2,896.0,0.8694,5697.0,156500.0,0.010116,453.0,76.4,23.593,57.74,10.907,1575.2,274.8,287.01,4913.0,168.2,0.7341,73.65,76.65,83.71,0.16852,590.3,96.95,12551.5,1150.0,1707.8,213.62,298.3,148.24,69.175,7.036,315.05,124.73,5399.0,458.2,6522.0,612.2,4.234,124.04,23010.0,335.0,0.04736,86.11,3429.0,60.98,117.71,2.134
2022-01-06,4226.6,1250.3,5801.6,2061.0,43.42,812.0,610.5,3458.0,625.0,1009.45,560.0,1991.5,94.08,1170.0,2.617,528.8,930.0,0.865,5735.0,160000.0,0.010056,459.0,76.92,24.2,56.44,10.622,1584.0,279.05,293.92,4901.0,167.6,0.7477,74.54,76.05,84.24,0.16718,601.6,94.03,12315.0,1142.3,1749.0,213.82,299.2,149.02,71.17,6.99,316.0,122.4,5535.0,457.4,6699.0,586.0,4.2475,125.12,23280.0,346.13,0.048445,85.05,3353.0,62.96,119.33,2.1355
2022-01-07,4219.05,1244.475,5808.700000000001,2047.875,43.5325,811.05,607.375,3464.5,620.15,1008.7750000000001,551.725,1996.125,93.96,1165.05,2.6157500000000002,528.0,934.125,0.86405,5741.5,159275.0,0.010043,459.25,76.5875,24.11525,56.085,10.64775,1576.65,278.7375,293.3625,4900.75,166.9,0.7467,74.98,75.7875,84.09,0.16715,601.7,93.775,12299.125,1159.25,1751.4,213.445,298.3625,148.09,70.9775,6.987500000000001,315.0,123.39750000000001,5519.5,456.79999999999995,6718.0,597.5,4.259124999999999,125.165,23337.0,345.59749999999997,0.04857125,84.7,3352.0,62.975,118.8675,2.141
2022-01-08,4211.5,1238.65,5815.8,2034.75,43.644999999999996,810.1,604.25,3471.0,615.3,1008.1,543.45,2000.75,93.84,1160.1,2.6145,527.2,938.25,0.8631,5748.0,158550.0,0.01003,459.5,76.255,24.0305,55.730000000000004,10.6735,1569.3,278.425,292.805,4900.5,166.2,0.7457,75.42,75.525,83.94,0.16712,601.8,93.52000000000001,12283.25,1176.1999999999998,1753.8,213.07,297.525,147.16000000000003,70.785,6.985,314.0,124.39500000000001,5504.0,456.2,6737.0,609.0,4.27075,125.21000000000001,23394.0,345.065,0.048697500000000005,84.35,3351.0,62.99,118.405,2.1465
2022-01-09,4203.95,1232.825,5822.9,2021.625,43.7575,809.1500000000001,601.125,3477.5,610.45,1007.425,535.175,2005.375,93.72,1155.15,2.61325,526.4,942.375,0.86215,5754.5,157825.0,0.010017000000000002,459.75,75.9225,23.94575,55.375,10.69925,1561.9499999999998,278.1125,292.2475,4900.25,165.5,0.7447,75.86,75.2625,83.78999999999999,0.16709,601.9,93.265,12267.375,1193.1499999999999,1756.1999999999998,212.695,296.6875,146.23000000000002,70.5925,6.9825,313.0,125.3925,5488.5,455.6,6756.0,620.5,4.282375,125.255,23451.0,344.5325,0.04882375,84.0,3350.0,63.005,117.9425,2.152
2022-01-10,4196.4,1227.0,5830.0,2008.5,43.87,808.2,598.0,3484.0,605.6,1006.75,526.9,2010.0,93.6,1150.2,2.612,525.6,946.5,0.8612,5761.0,157100.0,0.010004,460.0,75.59,23.861,55.02,10.725,1554.6,277.8,291.69,4900.0,164.8,0.7437,76.3,75.0,83.64,0.16706,602.0,93.01,12251.5,1210.1,1758.6,212.32,295.85,145.3,70.4,6.98,312.0,126.39,5473.0,455.0,6775.0,632.0,4.294,125.3,23508.0,344.0,0.04895,83.65,3349.0,63.02,117.48,2.1575
2022-01-11,4338.2,1239.8,5945.0,2054.0,44.98,823.0,608.5,3513.0,610.0,1012.75,507.6,2001.5,96.66,1151.6,2.614,529.0,958.5,0.862,5811.0,156050.0,0.01,466.4,76.26,24.13,57.09,10.666,1572.4,278.15,291.88,4892.0,165.8,0.7521,76.9,75.95,83.83,0.16738,613.6,94.0,12381.0,1254.0,1779.8,217.28,296.2,150.03,69.96,7.126,311.85,126.95,5505.5,475.0,6816.0,690.0,4.3895,124.42,23734.0,343.74,0.05026,84.82,3397.0,63.2,121.71,2.2345
2022-01-12,4393.2,1253.6,6192.8,2073.5,44.67,838.2,621.0,3555.0,608.0,1014.95,497.5,2011.5,94.8,1156.8,2.597,528.2,965.5,0.8648,5824.0,157200.0,0.009988,469.1,77.0,24.16,57.0,10.676,1591.2,276.0,290.4,4900.0,166.2,0.7516,78.25,76.0,85.12,0.16998,627.7,93.0,12386.0,1263.0,1807.4,220.58,296.45,151.38,67.89,7.265,315.3,130.41,5623.0,485.4,6960.0,713.8,4.3795,125.0,24040.0,347.43,0.05011,87.9,3580.0,62.44,120.11,2.228
2022-01-13,4168.0,1246.0,5832.8,1877.0,44.51,807.0,610.0,3570.0,603.0,1000.25,468.0,1923.5,92.64,1127.0,2.591,510.4,942.0,0.85,5797.0,153800.0,0.0097,453.9,75.6,22.982,55.56,10.63,1570.4,263.95,272.5,4875.2,157.6,0.7314,75.8,74.4,81.9,0.16556,603.3,91.2,12233.0,1229.9,1744.2,219.02,291.65,147.65,67.38,7.129,305.1,125.0,5330.0,458.8,6665.0,703.6,4.294,122.64,22836.0,337.6,0.047075,83.12,3542.0,60.16,118.48,2.22
2022-01-14,3938.6,1223.6,5509.8,1757.5,42.25,793.5,605.0,3566.0,569.75,1003.45,454.0,1885.0,88.2,1130.8,2.544,504.2,922.0,0.84,5771.0,155950.0,0.009502,452.7,73.08,22.542,55.63,10.45,1551.8,252.64,261.0,4869.2,155.2,0.7326,74.0,71.5,78.72,0.16212,605.5,89.22,11929.0,1223.8,1726.0,214.0,289.65,144.27,66.0,7.01,295.0,121.27,5235.5,443.4,6659.0,693.2,4.296,118.44,22648.0,335.76,0.04641,80.68,3381.0,59.86,118.61,2.1455
2022-01-15,3984.2666666666664,1217.2,5438.2,1775.8333333333333,42.18,792.3,601.6666666666666,3617.0,565.6666666666666,1001.3000000000001,447.9,1876.5,88.56666666666666,1128.4666666666667,2.554,503.8666666666667,919.8333333333334,0.8364666666666667,5789.0,155116.66666666666,0.009477333333333334,452.43333333333334,72.96,22.414333333333335,55.16666666666667,10.368333333333332,1539.4666666666667,251.97666666666666,259.9266666666667,4874.133333333333,154.46666666666667,0.7315,73.91166666666666,71.45,78.65666666666667,0.16205999999999998,601.1833333333333,87.06333333333333,11821.666666666666,1221.5333333333333,1697.9333333333334,213.16666666666666,287.0,142.62,65.5,6.990333333333333,294.3,119.32666666666667,5218.833333333333,445.3666666666667,6611.333333333333,700.4666666666667,4.266166666666667,118.84,22372.0,333.11,0.04644,80.40666666666667,3407.3333333333335,59.56666666666666,118.12333333333333,2.152
2022-01-16,4029.9333333333334,1210.8,5366.6,1794.1666666666667,42.11,791.1,598.3333333333334,3668.0,561.5833333333334,999.15,441.8,1868.0,88.93333333333334,1126.1333333333332,2.564,503.5333333333333,917.6666666666666,0.8329333333333333,5807.0,154283.33333333334,0.009452666666666667,452.16666666666663,72.84,22.286666666666665,54.70333333333333,10.286666666666667,1527.1333333333332,251.31333333333333,258.8533333333333,4879.066666666667,153.73333333333332,0.7303999999999999,73.82333333333334,71.39999999999999,78.59333333333333,0.162,596.8666666666667,84.90666666666667,11714.333333333334,1219.2666666666667,1669.8666666666666,212.33333333333334,284.34999999999997,140.97,65.0,6.970666666666666,293.59999999999997,117.38333333333333,5202.166666666667,447.3333333333333,6563.666666666667,707.7333333333333,4.2363333333333335,119.24,22096.0,330.46,0.04647,80.13333333333334,3433.6666666666665,59.27333333333333,117.63666666666667,2.1585
2022-01-17,4075.6,1204.4,5295.0,1812.5,42.04,789.9,595.0,3719.0,557.5,997.0,435.7,1859.5,89.3,1123.8,2.574,503.2,915.5,0.8294,5825.0,153450.0,0.009428,451.9,72.72,22.159,54.24,10.205,1514.8,250.65,257.78,4884.0,153.0,0.7293,73.735,71.35,78.53,0.16194,592.55,82.75,11607.0,1217.0,1641.8,211.5,281.7,139.32,64.5,6.951,292.9,115.44,5185.5,449.3,6516.0,715.0,4.2065,119.64,21820.0,327.81,0.0465,79.86,3460.0,58.98,117.15,2.165
2022-01-18,3769.0,1173.9,4720.0,1667.0,42.9,728.1,586.0,3150.0,545.0,967.0,422.0,1759.5,87.0,1083.0,2.505,499.0,868.0,0.8058,5679.0,154500.0,0.009022,433.8,70.07,21.47,51.52,9.919,1460.4,228.61,234.7,4749.8,145.0,0.7005,70.045,68.95,76.05,0.15448,544.8,76.0,11439.0,1174.7,1579.6,205.7,272.95,132.0,60.49,6.557,275.3,110.09,4973.0,418.2,6250.0,706.2,4.007,113.68,20694.0,301.11,0.043635,77.28,3322.0,55.46,108.33,2.115
2022-01-19,3701.8,1265.8,4650.0,1574.5,42.5,770.0,573.0,2984.0,565.1,974.95,409.1,1770.0,91.06,1089.6,2.499,499.8,911.5,0.81,5725.0,151700.0,0.00924,449.0,72.0,22.071,53.22,9.761,1480.6,238.5,244.86,4681.0,149.8,0.7173,73.6,69.5,76.57,0.1548,566.9,73.53,11949.5,1128.4,1593.6,210.22,274.8,138.64,62.915,6.896,298.55,119.24,5040.0,408.4,6494.0,686.0,4.1515,111.12,22024.0,318.36,0.045275,79.74,3355.0,56.62,109.41,2.1295
2022-01-20,3669.2,1285.6,4822.8,1500.0,41.78,782.5,560.0,2837.0,559.4,975.0,396.2,1756.5,93.3,1074.0,2.499,505.4,905.0,0.8176,5652.0,151000.0,0.009512,439.1,72.46,21.872,54.1,10.045,1482.8,244.0,254.61,4801.0,152.4,0.7138,74.005,71.05,76.14,0.15554,561.7,75.02,11930.0,1119.3,1588.4,209.76,274.4,144.0,62.0,7.063,296.05,118.23,4991.0,405.4,6430.0,684.0,4.129,107.9,22300.0,310.42,0.045415,81.4,3400.0,57.2,110.84,2.114
2022-01-21,3490.0,1261.3,4828.0,1399.0,42.01,755.3,560.0,2694.0,538.95,970.0,392.8,1758.0,90.2,1065.0,2.489,519.2,903.0,0.806,5399.0,148200.0,0.00938,433.9,71.3,21.45,53.0,9.801,1480.0,239.12,246.9,4687.0,151.0,0.7098,73.55,69.2,74.8,0.15138,564.8,70.5,12310.0,1071.5,1592.8,206.88,273.45,145.98,62.185,7.027,297.15,114.55,5046.5,400.5,6420.0,653.2,4.0425,103.2,22100.0,311.6,0.043935,81.06,3266.0,56.56,107.0,2.081
2022-01-22,3441.6666666666665,1252.9666666666667,4752.0,1377.6666666666667,41.339999999999996,742.0333333333333,559.1666666666666,2744.6666666666665,528.75,963.3666666666667,396.2,1733.1666666666667,88.4,1043.6666666666667,2.4566666666666666,504.33333333333337,895.1666666666666,0.7968000000000001,5376.0,146666.66666666666,0.009228666666666666,427.5,70.49,20.947,52.2,9.652,1458.6666666666667,236.29,243.59,4514.266666666666,147.13333333333333,0.7071,72.345,68.18333333333334,74.28333333333333,0.14876666666666666,558.8333333333333,69.01,12298.0,1060.8666666666666,1574.5333333333333,203.4,273.2833333333333,145.09666666666666,60.931666666666665,6.92,287.93333333333334,110.26333333333334,4972.166666666667,389.06666666666666,6377.666666666667,653.8666666666667,3.9783333333333335,103.4,21816.666666666668,305.93,0.04301666666666667,78.65666666666667,3201.3333333333335,55.11333333333334,105.54333333333334,2.0401666666666665
2022-01-23,3393.3333333333335,1244.6333333333332,4676.0,1356.3333333333333,40.67,728.7666666666667,558.3333333333334,2795.3333333333335,518.5500000000001,956.7333333333333,399.6,1708.3333333333333,86.6,1022.3333333333334,2.4243333333333332,489.4666666666667,887.3333333333334,0.7876,5353.0,145133.33333333334,0.009077333333333333,421.09999999999997,69.68,20.444,51.4,9.503,1437.3333333333333,233.46,240.28,4341.533333333334,143.26666666666668,0.7044,71.14,67.16666666666667,73.76666666666667,0.14615333333333333,552.8666666666667,67.52,12286.0,1050.2333333333333,1556.2666666666667,199.92,273.1166666666667,144.21333333333334,59.678333333333335,6.813000000000001,278.71666666666664,105.97666666666666,4897.833333333333,377.6333333333333,6335.333333333333,654.5333333333334,3.914166666666667,103.6,21533.333333333332,300.26,0.042098333333333335,76.25333333333333,3136.6666666666665,53.666666666666664,104.08666666666666,1.9993333333333332
2022-01-24,3345.0,1236.3,4600.0,1335.0,40.0,715.5,557.5,2846.0,508.35,950.1,403.0,1683.5,84.8,1001.0,2.392,474.6,879.5,0.7784,5330.0,143600.0,0.008926,414.7,68.87,19.941,50.6,9.354,1416.0,230.63,236.97,4168.8,139.4,0.7017,69.935,66.15,73.25,0.14354,546.9,66.03,12274.0,1039.6,1538.0,196.44,272.95,143.33,58.425,6.706,269.5,101.69,4823.5,366.2,6293.0,655.2,3.85,103.8,21250.0,294.59,0.04118,73.85,3072.0,52.22,102.63,1.9585
2022-01-25,3409.2,1263.0,4952.0,1362.5,37.39,732.0,565.0,2969.0,520.0,956.0,429.6,1620.5,87.38,1058.0,2.406,478.2,882.5,0.7846,5415.0,146350.0,0.0092,418.8,72.42,19.81,51.19,9.236,1423.8,231.6,239.59,4650.0,140.6,0.7174,70.215,66.75,75.0,0.14496,548.4,65.38,12109.0,961.1,1590.0,198.34,279.45,142.84,56.65,6.73,283.0,101.42,4895.0,361.6,6543.0,679.4,3.897,104.52,21466.0,302.96,0.042535,73.32,3086.0,52.4,107.26,2.0945
2022-01-26,3364.8,1222.9,5089.8,1340.0,39.43,764.4,549.5,3031.0,504.0,968.9,422.5,1650.0,88.52,1054.6,2.41,477.0,871.0,0.782,5357.0,142400.0,0.009298,414.0,69.81,19.476,50.1,9.761,1428.0,230.14,236.9,4551.2,141.4,0.7,70.75,67.0,72.99,0.14046,532.75,65.23,11900.0,890.0,1523.4,202.02,277.9,141.22,56.195,6.829,297.3,106.41,4768.5,361.0,6525.5,663.6,3.8105,101.8,21788.0,299.6,0.04129,74.83,3199.0,52.64,103.81,2.036
2022-01-27,3405.2,1152.8,5400.0,1422.5,40.06,767.3,547.0,3268.0,521.9,970.75,434.8,1739.5,89.9,1060.2,2.446,485.0,908.0,0.7992,5445.0,146550.0,0.009396,431.9,70.51,20.267,49.1,9.92,1467.6,243.53,254.29,4531.0,146.2,0.7417,72.64,69.05,73.51,0.1459,563.2,67.95,11797.5,906.8,1611.8,208.56,278.45,144.91,59.1,7.083,301.15,109.77,4883.5,362.3,6811.5,667.0,3.865,101.92,22066.0,325.25,0.0431,75.8,3229.0,55.02,107.0,2.069
2022-01-28,3448.4,1102.1,5421.2,1393.5,40.81,772.8,559.0,3306.0,524.0,972.4,425.0,1715.5,89.5,1074.4,2.426,476.8,899.0,0.7952,5480.0,146300.0,0.009486,447.8,71.9,19.992,49.26,9.999,1475.6,246.9,257.82,4487.0,148.2,0.7295,72.09,70.65,73.0,0.144,566.5,66.0,11809.5,910.8,1591.4,210.72,285.55,144.4,60.355,7.192,305.25,108.65,4904.0,368.0,6775.0,664.6,3.862,102.3,22082.0,329.58,0.043395,77.61,3266.0,55.54,110.59,2.0875
2022-01-29,3538.133333333333,1104.3,5476.466666666666,1464.5,41.16666666666667,773.6999999999999,564.3333333333334,3344.3333333333335,530.0166666666667,974.1,431.1666666666667,1725.3333333333333,90.39333333333333,1083.3333333333335,2.4213333333333336,475.8,901.8333333333334,0.7991333333333334,5480.333333333333,146900.0,0.009554,449.7,72.01333333333334,20.16166666666667,49.373333333333335,9.994,1487.3999999999999,249.77666666666667,261.68666666666667,4492.266666666666,149.6,0.7316333333333334,72.2,70.81666666666668,73.68666666666667,0.14413333333333334,569.9833333333333,67.16666666666667,11949.666666666666,931.0333333333333,1606.6666666666667,211.59333333333333,286.1666666666667,144.61666666666667,60.78666666666666,7.195666666666667,307.8333333333333,111.09,4962.333333333333,369.96666666666664,6809.333333333333,661.8000000000001,3.8738333333333332,102.57333333333334,22026.666666666668,331.32,0.04352333333333334,77.94,3253.3333333333335,56.13333333333333,111.66,2.095666666666667
2022-01-30,3627.866666666667,1106.5,5531.733333333334,1535.5,41.52333333333333,774.6,569.6666666666666,3382.6666666666665,536.0333333333333,975.8,437.3333333333333,1735.1666666666667,91.28666666666668,1092.2666666666667,2.4166666666666665,474.8,904.6666666666666,0.8030666666666667,5480.666666666667,147500.0,0.009622,451.6,72.12666666666667,20.331333333333333,49.486666666666665,9.989,1499.2,252.65333333333334,265.55333333333334,4497.533333333334,151.0,0.7337666666666667,72.31,70.98333333333333,74.37333333333333,0.14426666666666665,573.4666666666667,68.33333333333333,12089.833333333334,951.2666666666667,1621.9333333333334,212.46666666666667,286.7833333333333,144.83333333333334,61.218333333333334,7.199333333333334,310.4166666666667,113.53,5020.666666666667,371.93333333333334,6843.666666666667,659.0,3.885666666666667,102.84666666666666,21971.333333333332,333.06,0.043651666666666665,78.27,3240.6666666666665,56.72666666666667,112.73,2.103833333333333
2022-01-31,3717.6,1108.7,5587.0,1606.5,41.88,775.5,575.0,3421.0,542.05,977.5,443.5,1745.0,92.18,1101.2,2.412,473.8,907.5,0.807,5481.0,148100.0,0.00969,453.5,72.24,20.501,49.6,9.984,1511.0,255.53,269.42,4502.8,152.4,0.7359,72.42,71.15,75.06,0.1444,576.95,69.5,12230.0,971.5,1637.2,213.34,287.4,145.05,61.65,7.203,313.0,115.97,5079.0,373.9,6878.0,656.2,3.8975,103.12,21916.0,334.8,0.04378,78.6,3228.0,57.32,113.8,2.112
2022-02-01,3724.0,1119.5,5665.0,1639.5,42.69,765.6,578.5,3555.0,534.35,983.3,448.0,1745.0,91.52,1087.0,2.442,466.0,887.0,0.8018,5512.0,149000.0,0.009778,445.0,72.39,20.595,51.74,9.82,1540.0,252.6,264.7,4326.0,150.4,0.7207,71.595,70.4,73.92,0.1448,574.15,67.56,12211.5,979.0,1628.4,215.3,289.6,145.57,60.63,7.13,314.35,118.22,5114.0,371.6,6976.0,685.8,3.836,103.5,21948.0,330.95,0.042695,80.69,3229.0,57.12,114.98,2.085
2022-02-02,3675.0,1116.9,5554.0,1660.5,43.11,750.5,569.0,3658.0,547.15,982.5,444.1,1742.0,91.6,1094.0,2.439,469.8,868.5,0.7976,5417.0,147550.0,0.00957,442.5,70.51,20.229,52.4,9.717,1567.8,249.12,261.0,4445.0,149.0,0.7253,69.995,70.2,74.26,0.1423,575.7,67.68,12320.0,978.8,1612.0,219.78,285.8,142.9,61.35,6.968,314.25,119.23,5200.0,371.1,7040.0,681.6,3.809,101.8,21670.0,331.7,0.0424,80.57,3210.0,57.2,117.68,2.0475
2022-02-03,3517.0,1095.2,5235.0,1516.0,42.74,735.5,548.0,3465.0,532.95,987.7,435.5,1636.0,88.02,1055.2,2.41,467.4,863.5,0.785,5331.0,147150.0,0.009414,437.6,70.3,19.67,51.0,9.4,1558.4,239.9,250.79,4401.5,148.2,0.7252,70.89,69.15,72.82,0.14002,569.0,67.44,12210.0,937.1,1614.8,216.18,284.6,137.69,60.73,6.854,304.1,117.0,5187.0,352.2,6865.5,688.0,3.753,98.88,21392.0,323.75,0.041245,78.94,3132.0,55.7,115.23,2.042
2022-02-04,3502.4,1080.0,5184.5,1538.0,41.98,747.2,549.0,3530.0,531.0,994.0,444.9,1655.5,86.0,1056.8,2.41,468.8,867.0,0.7932,5268.0,151500.0,0.009518,445.0,68.92,19.75,52.77,9.596,1560.6,245.0,256.53,4504.0,149.2,0.7398,71.36,69.65,74.09,0.1403,572.0,67.23,12118.5,945.0,1628.4,216.76,283.25,141.09,59.8,6.869,309.75,120.82,5285.0,354.3,7010.0,706.0,3.825,99.02,21400.0,324.6,0.04125,79.76,3154.0,56.18,116.34,2.0655
2022-02-05,3490.9333333333334,1081.3333333333333,5124.666666666667,1525.6666666666667,42.01,752.1333333333333,549.8333333333334,3514.3333333333335,531.3166666666667,995.9666666666667,443.76666666666665,1652.3333333333333,86.4,1061.8,2.4073333333333333,469.6,868.3333333333334,0.7934666666666667,5327.0,151000.0,0.009602,444.26666666666665,69.14666666666666,19.639,52.78333333333334,9.630333333333333,1560.0666666666666,245.19333333333333,256.89,4486.0,149.53333333333333,0.7413,71.26666666666667,69.56666666666668,73.60000000000001,0.13971333333333333,571.2666666666667,67.60000000000001,12104.333333333334,936.4,1619.6000000000001,218.01999999999998,283.65,141.25666666666666,59.913333333333334,6.847666666666666,309.8333333333333,121.13666666666666,5260.0,355.26666666666665,7002.666666666667,709.0,3.8173333333333335,98.67999999999999,21460.0,323.48333333333335,0.0412,79.84,3155.6666666666665,56.18,116.22,2.0621666666666667
2022-02-06,3479.4666666666667,1082.6666666666667,5064.833333333333,1513.3333333333333,42.04,757.0666666666667,550.6666666666666,3498.6666666666665,531.6333333333333,997.9333333333333,442.6333333333333,1649.1666666666667,86.8,1066.8,2.404666666666667,470.4,869.6666666666666,0.7937333333333334,5386.0,150500.0,0.009686,443.53333333333336,69.37333333333333,19.528000000000002,52.79666666666667,9.664666666666667,1559.5333333333333,245.38666666666668,257.25,4468.0,149.86666666666665,0.7428,71.17333333333333,69.48333333333333,73.11,0.13912666666666668,570.5333333333333,67.97,12090.166666666666,927.8000000000001,1610.8,219.28,284.05,141.42333333333335,60.026666666666664,6.826333333333333,309.9166666666667,121.45333333333333,5235.0,356.23333333333335,6995.333333333333,712.0,3.8096666666666668,98.34,21520.0,322.3666666666667,0.04115,79.92,3157.3333333333335,56.18,116.10000000000001,2.0588333333333333
2022-02-07,3468.0,1084.0,5005.0,1501.0,42.07,762.0,551.5,3483.0,531.95,999.9,441.5,1646.0,87.2,1071.8,2.402,471.2,871.0,0.794,5445.0,150000.0,0.00977,442.8,69.6,19.417,52.81,9.699,1559.0,245.58,257.61,4450.0,150.2,0.7443,71.08,69.4,72.62,0.13854,569.8,68.34,12076.0,919.2,1602.0,220.54,284.45,141.59,60.14,6.805,310.0,121.77,5210.0,357.2,6988.0,715.0,3.802,98.0,21580.0,321.25,0.0411,80.0,3159.0,56.18,115.98,2.0555
2022-02-08,3624.2,1103.0,5067.5,1598.0,43.33,759.0,559.5,3490.0,541.5,997.6,447.9,1714.0,89.6,1063.6,2.404,470.0,920.0,0.8002,5567.0,149150.0,0.009734,448.1,70.5,20.013,52.41,9.976,1627.0,255.68,269.8,4496.5,149.8,0.7551,76.02,70.05,74.03,0.13934,570.05,67.62,12050.0,907.5,1628.2,226.76,289.75,142.05,63.25,6.915,317.9,124.73,5182.0,365.7,6957.5,740.0,3.8525,101.5,22372.0,331.7,0.042205,81.55,3210.0,57.18,118.78,2.0615
2022-02-09,3763.0,1108.0,5698.0,1646.0,43.54,759.9,585.0,3569.0,545.85,996.3,457.4,1764.0,95.66,1080.0,2.418,470.0,955.0,0.8022,5836.0,151700.0,0.009796,456.4,70.25,20.52,53.37,10.15,1675.2,265.21,279.09,4650.0,151.2,0.7739,79.99,70.65,74.53,0.14828,579.0,70.62,12216.5,940.5,1659.0,232.5,289.9,142.19,66.305,6.935,329.95,131.68,5254.0,372.6,6973.5,735.4,3.935,112.4,22674.0,335.08,0.04274,81.51,3211.0,59.2,122.32,2.071
2022-02-10,3805.0,1128.8,5846.5,1631.0,44.14,753.3,564.0,3639.0,538.25,993.5,473.9,1781.5,94.58,1102.0,2.438,469.2,969.0,0.8066,5859.0,152450.0,0.009712,449.5,69.8,20.269,53.15,10.115,1649.0,261.0,275.2,4786.0,151.0,0.7574,83.005,70.35,73.9,0.144,569.4,68.0,12302.0,936.7,1632.0,226.7,293.45,140.06,64.6,6.88,339.1,145.71,5227.5,392.4,6984.5,740.4,3.7925,109.54,22454.0,328.93,0.0419,85.14,3215.0,59.76,122.8,2.0775
2022-02-11,3429.8,1130.0,5314.5,1487.0,44.4,735.0,557.0,3256.0,520.05,973.0,450.0,1695.0,91.84,1090.0,2.409,469.2,914.0,0.79,5747.0,145900.0,0.00954,432.8,68.8,19.348,51.8,9.779,1599.2,250.86,260.83,4693.5,148.4,0.7268,79.7,68.1,70.56,0.13794,547.4,65.91,12284.5,930.0,1556.6,221.46,284.8,136.2,62.3,6.719,326.0,138.5,4971.5,386.8,6707.5,712.0,3.635,107.3,21688.0,318.1,0.0405,83.89,3163.0,58.3,117.88,2.0275
2022-02-12,3443.666666666667,1145.0,5284.0,1483.1666666666667,43.96666666666667,738.3333333333334,557.8333333333334,3254.3333333333335,523.9,972.0,456.3333333333333,1705.6666666666667,90.96000000000001,1086.2666666666667,2.3936666666666664,470.93333333333334,928.3333333333334,0.7892,5814.666666666667,146950.0,0.009593333333333334,433.1666666666667,68.44666666666666,19.301,51.78,9.749333333333333,1605.8,248.94,259.4533333333333,4634.0,148.6,0.7270666666666666,80.93333333333334,67.93333333333332,71.10333333333334,0.13715333333333335,550.2666666666667,65.27333333333333,12456.0,921.0,1577.3333333333333,223.64666666666668,283.4666666666667,135.63,62.71333333333333,6.6850000000000005,333.43333333333334,139.27333333333334,4966.5,384.23333333333335,6737.0,721.3333333333334,3.633833333333333,108.02,21819.333333333332,319.35,0.04042833333333334,84.38666666666667,3144.0,57.96666666666666,117.09333333333333,2.0345
